Democrat Strength Rating,State,State Abbreviation,CD#,2018 Cook PVI Score,2018 Winner,Party,flipped_seat,Dem Votes,GOP Votes,Other Votes,Dem %,GOP %,Other %,Dem Margin,2016 Clinton Margin,Swing vs. 2016 Prez,2016 Total Votes Cast,Raw Votes vs. 2016,Final?,2012 Winner,2016 winner,Pre-Election Rating,PVI Performance,Hold/ Flip,Clinton Vote Share,Trump Vote Share,Obama 2012,Romney 2012,Obama 2008,McCain 2008,2016-2012,2016-2008,2012-2008,City Lab Congressional Index,,Type of District,dense_suburban,pure_urban,pure_urban,rural_suburban_mix,sparse_suburban,urban_suburban_mix,flipped_seat,,,,,
277,California,CA,4,-10,Tom McClintock,R,,"156,253","184,401",0,45.90%,54.10%,0.00%,-8.30%,-14.50%,6.20%,"360,284",94.60%,x,Romney,Trump,Likely R,1.7,R Hold,39.3,54,39.5,57.9,43,54,0.2,3.7,3.5,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
236,Georgia,GA,7,-9,Rob Woodall,R,,"140,010","140,443",0,49.90%,50.10%,0.00%,-0.20%,-6.40%,6.20%,"294,972",95.10%,x,Romney,Trump,Likely R,8.8,R Hold,44.8,51.1,38.3,60.2,39.1,60.1,6.5,5.7,0.8,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
160,Arizona,AZ,9,4,Greg Stanton,D,,"159,583","101,662",0,61.10%,38.90%,0.00%,22.20%,15.90%,6.30%,"290,237",90.00%,x,Obama ,Clinton,Solid D,18.2,D Hold,54.7,38.4,51.1,46.6,51.3,47.4,3.6,3.4,0.2,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
156,New Mexico,NM,1,7,Deb Haaland,D,,"147,336","90,507","11,319",59.10%,36.30%,4.50%,22.80%,16.50%,6.30%,"285,170",87.40%,x,Obama ,Clinton,Solid D,15.8,D Hold,51.6,35.1,55.3,39.6,59.7,39,3.7,8.1,4.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
115,Nevada,NV,1,15,Dina Titus,D,,"100,707","46,978","4,516",66.20%,30.90%,3.00%,35.30%,29.00%,6.30%,"196,841",77.30%,x,Obama ,Clinton,Solid D,20.3,D Hold,61.6,32.6,65.6,32.4,64.5,33,4,2.9,1.1,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
91,North Carolina,NC,12,18,Alma Adams,D,,"203,974","75,164",0,73.10%,26.90%,0.00%,46.10%,39.80%,6.30%,"362,147",77.10%,x,Obama ,Clinton,Solid D,28.1,D Hold,68.4,28.4,67.8,31.3,68,31.3,0.6,0.4,0.2,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
380,Idaho,ID,1,-21,Russ Fulcher,R,,"96,922","197,719","20,428",30.80%,62.80%,6.50%,-32.00%,-38.30%,6.30%,"359,661",87.60%,x,Romney,Trump,Solid R,11,R Hold,25.4,63.7,32.2,64.9,35.1,62.5,6.8,9.7,2.9,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
252,Missouri,MO,2,-8,Ann Wagner,R,,"177,611","192,477","5,978",47.20%,51.20%,1.60%,-4.00%,-10.30%,6.30%,"421,541",89.20%,x,Romney,Trump,Likely R,4,R Hold,42.3,52.6,41.4,57.1,46.4,52.6,0.9,4.1,5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
246,Pennsylvania,PA,10,-6,Scott Perry,R,,"141,668","149,365",0,48.70%,51.30%,0.00%,-2.60%,-8.90%,6.30%,"346,108",84.10%,x,Romney,Trump,Lean R,3.4,R Hold,43.4,52.3,46,52.6,48.6,50.3,2.6,5.2,2.6,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
126,New Jersey,NJ,1,13,Donald Norcross,D,,"169,628","87,617","6,173",64.40%,33.30%,2.30%,31.10%,24.50%,6.60%,"329,187",80.00%,x,Obama ,Clinton,Solid D,18.1,D Hold,60.6,36.1,65.1,33.8,64.7,34.2,4.5,4.1,0.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
211,Minnesota,MN,2,-2,Angie Craig,D,1,"177,958","159,344",666,52.70%,47.10%,0.20%,5.50%,-1.20%,6.70%,"381,647",88.60%,x,Obama ,Trump,Likely D,7.5,D Flip,45.3,46.5,49.1,49,50.5,47.6,3.8,5.2,1.4,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
384,Missouri,MO,3,-18,Blaine Luetkemeyer,R,,"106,589","211,243","6,776",32.80%,65.10%,2.10%,-32.20%,-39.00%,6.80%,"378,693",85.70%,x,Romney,Trump,Solid R,14.2,R Hold,28.1,67.1,36.1,62,42.8,55.8,8,14.7,6.7,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
63,California,CA,28,23,Adam Schiff,D,,"196,662","54,272",0,78.40%,21.60%,0.00%,56.70%,49.80%,6.90%,"289,254",86.80%,x,Obama ,Clinton,Solid D,33.7,D Hold,72.1,22.3,70.3,26.5,70,26,1.8,2.1,0.3,Pure urban,,0,0,0,0,0,0,0,,,,,,
356,Michigan,MI,10,-13,Paul Mitchell,R,,"106,061","182,808","14,195",35.00%,60.30%,4.70%,-25.30%,-32.20%,6.90%,"357,907",84.70%,x,Romney,Trump,Solid R,12.3,R Hold,31.6,63.8,43.7,55.3,48,50,12.1,16.4,4.3,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
235,Utah,UT,4,-13,Ben McAdams,D,1,"134,964","134,270",37,50.10%,49.90%,0.00%,0.30%,-6.70%,7.00%,"277,318",97.10%,x,Romney,Trump,Lean D,13.3,D Flip,32.4,39.1,30.2,67.2,40.9,56.1,2.2,8.5,10.7,Dense suburban,,0,1,0,0,0,0,0,,,,,,
50,New York,NY,14,29,Alexandria Ocasio-Cortez,D,,"110,318","19,202","11,604",78.20%,13.60%,8.20%,64.60%,57.60%,7.00%,"195,883",72.00%,x,Obama ,Clinton,Solid D,35.6,D Hold,77.7,19.8,80.7,18.3,76,23,3,1.7,4.7,Pure urban,,0,0,0,0,0,0,0,,,,,,
372,Oklahoma,OK,4,-20,Tom Cole,R,,"78,088","149,227","9,323",33.00%,63.10%,3.90%,-30.10%,-37.20%,7.10%,"295,464",80.10%,x,Romney,Trump,Solid R,10.1,R Hold,28.3,65.7,32.9,67.1,33.9,66.1,4.6,5.6,1,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
131,Indiana,IN,7,11,Andre Carson,D,,"141,139","76,457",233,64.80%,35.10%,0.10%,29.70%,22.50%,7.20%,"268,048",81.30%,x,Obama ,Clinton,Solid D,18.7,D Hold,59,36.2,62.9,35.3,66.3,32.8,3.9,7.3,3.4,Dense suburban,,0,1,0,0,0,0,0,,,,,,
254,Ohio,OH,12,-7,Troy Balderson,R,,"161,251","175,677","4,719",47.20%,51.40%,1.40%,-4.20%,-11.40%,7.20%,"388,602",87.90%,x,Romney,Trump,Lean R,2.8,R Hold,41.9,53.2,43.9,54.4,44.8,53.7,2,2.9,0.9,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
73,Illinois,IL,5,20,Mike Quigley,D,,"213,992","65,134",5,76.70%,23.30%,0.00%,53.30%,46.00%,7.30%,"331,056",84.30%,x,Obama ,Clinton,Solid D,33.3,D Hold,70.5,23.9,66,31.8,69.9,28.8,4.5,0.6,3.9,Pure urban,,0,0,0,0,0,0,0,,,,,,
245,Texas,TX,21,-10,Chip Roy,R,,"168,421","177,654","7,542",47.60%,50.20%,2.10%,-2.60%,-9.90%,7.30%,"362,694",97.50%,x,Romney,Trump,Likely R,7.4,R Hold,42.5,52.5,37.9,59.8,42,56,4.6,0.5,4.1,Dense suburban,,0,1,0,0,0,0,0,,,,,,
231,New Jersey,NJ,3,-2,Andy Kim,D,1,"153,473","149,500","3,902",50.00%,48.70%,1.30%,1.30%,-6.20%,7.50%,"365,276",84.00%,x,Obama ,Trump,Lean D,3.3,D Flip,45.2,51.4,51.8,47.2,51.1,47.7,6.6,5.9,0.7,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
190,Connecticut,CT,5,2,Jahana Hayes,D,,"151,225","119,426",13,55.90%,44.10%,0.00%,11.70%,4.10%,7.60%,"323,202",83.70%,x,Obama ,Clinton,Solid D,9.7,D Hold,49.9,45.8,53.5,45.3,56.4,42.4,3.6,6.5,2.9,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
166,Georgia,GA,2,6,Sanford Bishop,D,,"136,699","92,472",0,59.60%,40.40%,0.00%,19.30%,11.70%,7.60%,"248,104",92.40%,x,Obama ,Clinton,Solid D,13.3,D Hold,55,43.3,58.6,40.8,57.9,41.6,3.6,2.9,0.7,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
142,Pennsylvania,PA,4,7,Madeleine Dean,D,,"211,524","121,467",0,63.50%,36.50%,0.00%,27.00%,19.40%,7.60%,"382,477",87.10%,x,Obama ,Clinton,Solid D,20,D Hold,57.8,38.5,56.1,42.8,59.5,39.6,1.7,1.7,3.4,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
415,Tennessee,TN,6,-24,John Rose,R,,"70,370","172,810","5,560",28.30%,69.50%,2.20%,-41.20%,-48.80%,7.60%,"299,210",83.10%,x,Romney,Trump,Solid R,17.2,R Hold,23.7,72.6,29.5,69.1,33.5,64.9,5.8,9.8,4,Pure rural,,0,0,1,0,0,0,0,,,,,,
398,Pennsylvania,PA,15,-20,Glenn Thompson,R,,"78,327","165,245",0,32.20%,67.80%,0.00%,-35.70%,-43.40%,7.70%,"308,943",78.80%,x,Romney,Trump,Solid R,15.7,R Hold,26.5,69.8,35.7,62.6,42.6,55.8,9.2,16.1,6.9,Pure rural,,0,0,1,0,0,0,0,,,,,,
321,Pennsylvania,PA,11,-14,Lloyd Smucker,R,,"113,876","163,708",0,41.00%,59.00%,0.00%,-18.00%,-25.80%,7.80%,"332,899",83.40%,x,Romney,Trump,Solid R,4,R Hold,34.7,60.5,38,60.5,42,57.1,3.3,7.3,4,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
76,Georgia,GA,13,20,David Scott,D,,"223,157","69,760",93,76.20%,23.80%,0.00%,52.40%,44.50%,7.90%,"301,531",97.20%,x,Obama ,Clinton,Solid D,32.4,D Hold,71,26.6,69.2,30,67.1,32.3,1.8,3.9,2.1,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
83,North Carolina,NC,4,17,David Price,D,,"247,067","82,052","12,284",72.40%,24.00%,3.60%,48.30%,40.30%,8.00%,"423,656",80.60%,x,Obama ,Clinton,Solid D,31.3,D Hold,68.2,28.2,64.5,34.2,65.8,33.2,3.7,2.4,1.3,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
177,Florida,FL,7,0,Stephanie Murphy,D,,"183,113","134,285",0,57.70%,42.30%,0.00%,15.40%,7.30%,8.10%,"363,186",87.40%,x,Obama ,Clinton,Solid D,15.4,D Hold,51.4,44.1,49.4,49.4,51.1,48,2,0.3,1.7,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
328,Kansas,KS,4,-15,Ron Estes,R,,"98,445","144,248",0,40.60%,59.40%,0.00%,-18.90%,-27.00%,8.10%,"276,300",87.80%,x,Romney,Trump,Solid R,3.9,R Hold,33,60.2,36.1,61.6,39.5,58.6,3.1,6.5,3.4,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
272,Alaska,AK,1,-9,Don Young,R,,"131,199","149,779","1,188",46.50%,53.10%,0.40%,-6.60%,-14.70%,8.10%,"318,608",88.60%,x,Romney,Trump,Lean R,2.4,R Hold,37.6,52.8,41.2,55.3,38.1,59.7,3.6,0.5,3.1,Pure rural,,0,0,1,0,0,0,0,,,,,,
253,New York,NY,1,-5,Lee Zeldin,R,,"127,991","139,027","2,988",47.40%,51.50%,1.10%,-4.10%,-12.20%,8.10%,"339,160",79.60%,x,Obama ,Trump,Solid R,0.9,R Hold,42.2,54.5,49.6,49.1,51,48,7.4,8.8,1.4,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
167,Massachusetts,MA,9,4,Bill Keating,D,,"192,347","131,463",118,59.40%,40.60%,0.00%,18.80%,10.60%,8.20%,"397,353",81.50%,x,Obama ,Clinton,Solid D,14.8,D Hold,52.5,41.8,55.5,43.1,57.8,40.6,3,5.3,2.3,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
120,Florida,FL,5,12,Al Lawson,D,,"180,527","89,799",0,66.80%,33.20%,0.00%,33.60%,25.40%,8.20%,"311,972",86.70%,x,Obama ,Clinton,Solid D,21.6,D Hold,61.3,35.9,63.6,35.4,63.2,35.9,2.3,1.9,0.4,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
365,Kentucky,KY,4,-18,Thomas Massie,R,,"90,536","162,946","8,330",34.60%,62.20%,3.20%,-27.70%,-35.90%,8.20%,"337,433",77.60%,x,Romney,Trump,Solid R,9.7,R Hold,29.3,65.2,34.8,63.4,37,61.5,5.5,7.7,2.2,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
151,Florida,FL,22,6,Ted Deutch,D,,"184,634","113,049",0,62.00%,38.00%,0.00%,24.00%,15.70%,8.30%,"356,478",83.50%,x,Obama ,Clinton,Solid D,18,D Hold,56.8,41,56.3,43,58.3,41,0.5,1.5,2,Dense suburban,,0,1,0,0,0,0,0,,,,,,
86,Ohio,OH,3,19,Joyce Beatty,D,,"181,575","65,040",62,73.60%,26.40%,0.00%,47.20%,38.90%,8.30%,"314,301",78.50%,x,Obama ,Clinton,Solid D,28.2,D Hold,67,28.6,69.7,28.9,67.4,31.3,2.7,0.4,2.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
225,Virginia,VA,7,-6,Abigail Spanberger,D,1,"176,079","169,295","4,429",50.30%,48.40%,1.30%,1.90%,-6.50%,8.40%,"394,763",88.60%,x,Romney,Trump,Toss Up,7.9,D Flip,44,50.5,44.1,54.6,44.9,54.3,0.1,0.9,0.8,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
196,Kansas,KS,3,-4,Sharice Davids,D,,"170,518","139,762","8,021",53.60%,43.90%,2.50%,9.70%,1.20%,8.50%,"344,468",92.40%,x,Romney,Clinton,Likely D,13.7,D Flip,47.2,46,44.3,53.8,48.8,49.9,2.9,1.6,4.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
172,Pennsylvania,PA,6,2,Chrissy Houlahan,D,,"177,704","124,124",0,58.90%,41.10%,0.00%,17.80%,9.30%,8.50%,"353,374",85.40%,x,Obama ,Clinton,Solid D,15.8,D Flip,52.6,43.3,51,47.8,55.7,43.4,1.6,3.1,4.7,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
400,Kansas,KS,1,-24,Roger Marshall,R,,"71,558","153,082",0,31.90%,68.10%,0.00%,-36.30%,-44.80%,8.50%,"265,883",84.50%,x,Romney,Trump,Solid R,12.3,R Hold,24.3,69.3,27.6,70.1,31,67.2,3.3,6.7,3.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
214,Iowa,IA,1,1,Abby Finkenauer,D,1,"170,342","153,442","10,459",51.00%,45.90%,3.10%,5.10%,-3.50%,8.60%,"395,633",84.50%,x,Obama ,Trump,Likely D,4.1,D Flip,45.2,48.7,56.2,42.5,58.5,40.4,11,13.3,2.3,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
335,North Carolina,NC,11,-14,Mark Meadows,R,,"116,508","178,012","6,146",38.70%,59.20%,2.00%,-20.50%,-29.10%,8.60%,"368,712",81.50%,x,Romney,Trump,Solid R,6.5,R Hold,34,63.2,39.1,59.6,41.5,57.1,5.1,7.5,2.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
268,Illinois,IL,12,-5,Mike Bost,R,,"118,724","134,884","7,935",45.40%,51.60%,3.00%,-6.20%,-14.80%,8.60%,"316,371",82.70%,x,Obama ,Trump,Likely R,1.2,R Hold,40.2,55,49.7,48.1,54.7,43.6,9.5,14.5,5,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
119,Rhode Island,RI,1,14,David Cicilline,D,,"116,099","57,567",417,66.70%,33.10%,0.20%,33.60%,24.90%,8.70%,"219,493",79.30%,x,Obama ,Clinton,Solid D,19.6,D Hold,60.5,34.9,66.2,32.2,66.6,31.8,5.7,6.1,0.4,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
345,Alabama,AL,2,-16,Martha Roby,R,,"86,931","138,879",420,38.40%,61.40%,0.20%,-23.00%,-31.70%,8.70%,"287,564",78.70%,x,Romney,Trump,Solid R,7,R Hold,33,64.9,36.4,62.9,35,64.5,3.4,2,1.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
298,Michigan,MI,1,-9,Jack Bergman,R,,"145,246","187,251",0,43.70%,56.30%,0.00%,-12.60%,-21.30%,8.70%,"364,608",91.20%,x,Romney,Trump,Solid R,3.6,R Hold,36.6,57.9,45.3,53.6,49.7,48.4,8.7,13.1,4.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
203,Arizona,AZ,1,-2,Tom O'Halleran,D,1,"143,240","122,784",65,53.80%,46.10%,0.00%,7.70%,-1.10%,8.80%,"289,086",92.00%,x,Romney,Trump,Likely D,9.7,D Hold,46.6,47.7,47.9,50.4,47.8,51,1.3,1.2,0.1,Pure rural,,0,0,1,0,0,0,0,,,,,,
71,California,CA,2,22,Jared Huffman,D,,"243,081","72,576",0,77.00%,23.00%,0.00%,54.00%,45.20%,8.80%,"348,791",90.50%,x,Obama ,Clinton,Solid D,32,D Hold,69,23.3,69,27,71,25,0,2,2,Rural-suburban mix,,4,0,0,0,1,0,0,,,,,,
195,Pennsylvania,PA,7,1,Susan Wild,D,,"140,813","114,437","8,011",53.50%,43.50%,3.00%,10.00%,1.10%,8.90%,"329,510",79.90%,x,Obama ,Clinton,Likely D,9,D Flip,48.7,47.6,52.9,45.9,56.6,42.1,4.2,7.9,3.7,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
77,Massachusetts,MA,5,18,Katherine Clark,D,,"236,243","74,856",225,75.90%,24.00%,0.10%,51.80%,42.90%,8.90%,"379,720",82.00%,x,Obama ,Clinton,Solid D,33.8,D Hold,69.3,25.7,65.2,33.1,66.2,32.1,4.1,3.1,1,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
216,Illinois,IL,14,-5,Lauren Underwood,D,1,"156,035","141,164",0,52.50%,47.50%,0.00%,5.00%,-4.00%,9.00%,"338,514",87.80%,x,Romney,Trump,Lean D,10,D Flip,44.8,48.7,44.2,54.2,50.7,48,0.6,5.9,6.5,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
183,Oregon,OR,5,0,Kurt Schrader,D,,"197,187","149,887","11,395",55.00%,41.80%,3.20%,13.20%,4.10%,9.10%,"389,153",92.10%,x,Obama ,Clinton,Likely D,13.2,D Hold,48.3,44.1,50.5,47.1,53,44.2,2.2,4.7,2.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
378,Indiana,IN,6,-18,Greg Pence,R,,"79,430","154,260","8,036",32.90%,63.80%,3.30%,-31.00%,-40.20%,9.20%,"302,405",75.00%,x,Romney,Trump,Solid R,13,R Hold,27.4,67.7,37.3,60.4,43.6,55,9.9,16.2,6.3,Pure rural,,0,0,1,0,0,0,0,,,,,,
169,California,CA,36,2,Raul Ruiz,D,,"122,169","84,839",0,59.00%,41.00%,0.00%,18.00%,8.70%,9.30%,"237,370",87.20%,x,Obama ,Clinton,Solid D,16,D Hold,52.2,43.4,50.7,47.5,50,47,1.5,2.2,0.7,Dense suburban,,0,1,0,0,0,0,0,,,,,,
96,Maryland,MD,5,16,Steny Hoyer,D,,"213,796","82,361","8,052",70.30%,27.10%,2.60%,43.20%,33.80%,9.40%,"365,068",83.30%,x,Obama ,Clinton,Solid D,27.2,D Hold,64.1,32.1,66.1,32.4,65.1,33.6,2,1,1,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
399,Missouri,MO,7,-23,Billy Long,R,,"89,190","196,343","10,922",30.10%,66.20%,3.70%,-36.10%,-45.50%,9.40%,"343,078",86.40%,x,Romney,Trump,Solid R,13.1,R Hold,24.7,70.4,30.3,67.6,35.3,63.1,5.6,10.6,5,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
274,Michigan,MI,7,-7,Tim Walberg,R,,"136,330","158,730",0,46.20%,53.80%,0.00%,-7.60%,-17.00%,9.40%,"340,831",86.60%,x,Romney,Trump,Likely R,0.6,R Hold,38.7,55.7,47.9,51,50.8,47.4,9.2,12.1,2.9,Pure rural,,0,0,1,0,0,0,0,,,,,,
284,California,CA,1,-11,Doug LaMalfa,R,,"131,548","160,046",0,45.10%,54.90%,0.00%,-9.80%,-19.40%,9.60%,"318,397",91.60%,x,Romney,Trump,Likely R,1.2,R Hold,36.5,56.2,40.3,56.6,42,53,3.8,5.5,1.7,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
247,Texas,TX,31,-10,John Carter,R,,"136,362","144,680","4,965",47.70%,50.60%,1.70%,-2.90%,-12.50%,9.60%,"292,427",97.80%,x,Romney,Trump,Likely R,7.1,R Hold,40.8,53.5,38.3,59.6,43,56,2.5,2.2,4.7,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
124,Oregon,OR,1,9,Suzanne Bonamici,D,,"231,198","116,446","15,605",63.60%,32.10%,4.30%,31.60%,21.90%,9.70%,"398,968",91.00%,x,Obama ,Clinton,Safe D,22.6,D Hold,57.3,34.5,57.3,40,59.6,37.7,0,2.3,2.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
101,Maryland,MD,3,13,John Sarbanes,D,,"202,407","82,774","7,699",69.10%,28.30%,2.60%,40.80%,30.90%,9.90%,"345,565",84.80%,x,Obama ,Clinton,Solid D,27.8,D Hold,62.8,32.3,60.7,37.1,60.1,38,2.1,2.7,0.6,Dense suburban,,0,1,0,0,0,0,0,,,,,,
290,Arizona,AZ,8,-13,Debbie Lesko,R,,"135,569","168,835",13,44.50%,55.50%,0.00%,-10.90%,-20.80%,9.90%,"332,767",91.50%,x,Romney,Trump,Likely R,2.1,R Hold,37,58.1,36.9,61.7,38.4,60.6,0.1,1.4,1.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
61,Pennsylvania,PA,2,25,Brendan Boyle,D,,"159,600","42,382",0,79.00%,21.00%,0.00%,58.00%,48.00%,10.00%,"283,972",71.10%,x,Obama ,Clinton,Solid D,33,D Hold,72.9,24.9,77.4,21.8,73.1,26.1,4.5,0.2,4.3,Pure urban,,0,0,0,0,0,0,0,,,,,,
265,Minnesota,MN,8,-4,Pete Stauber,R,,"141,950","159,364","12,897",45.20%,50.70%,4.10%,-5.50%,-15.50%,10.00%,"362,341",86.70%,x,Obama ,Trump,Likely R,1.5,R Flip,38.6,54.2,51.7,46.2,53.1,44.5,13.1,14.5,1.4,Pure rural,,0,0,1,0,0,0,0,,,,,,
201,New Hampshire,NH,1,-2,Chris Pappas,D,,"155,891","131,015","4,160",53.60%,45.00%,1.40%,8.50%,-1.60%,10.10%,"377,574",77.10%,x,Obama ,Trump,Likely D,10.5,D Hold,46.6,48.2,50.2,48.6,52.8,46.4,3.6,6.2,2.6,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
199,Nevada,NV,3,-2,Susie Lee,D,,"148,501","122,566","15,101",51.90%,42.80%,5.30%,9.10%,-1.00%,10.10%,"325,601",87.90%,x,Obama ,Trump,Likely D,11.1,D Hold,46.5,47.5,49.5,48.7,53.5,44.6,3,7,4,Urban-suburban mix,,0,0,0,0,0,0,0,,,,,,
100,New Jersey,NJ,9,16,Bill Pascrell,D,,"140,832","57,854","1,730",70.30%,28.90%,0.90%,41.40%,31.20%,10.20%,"276,523",72.50%,x,Obama ,Clinton,Solid D,25.4,D Hold,64.3,33.1,68.4,30.8,64,35.2,4.1,0.3,4.4,Pure urban,,0,0,0,0,0,0,0,,,,,,
325,Oklahoma,OK,1,-17,Kevin Hern,R,,"103,042","150,129",0,40.70%,59.30%,0.00%,-18.60%,-28.80%,10.20%,"311,506",81.30%,x,Romney,Trump,Solid R,1.6,R Hold,32.7,61.4,34.2,65.8,35.8,64.2,1.5,3.1,1.6,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
123,Illinois,IL,8,8,Raja Krishnamoorthi,D,,"130,054","67,073",0,66.00%,34.00%,0.00%,31.90%,21.60%,10.30%,"257,872",76.40%,x,Obama ,Clinton,Solid D,23.9,D Hold,58.1,36.4,57.4,40.9,61.5,37.1,0.7,3.4,4.1,Dense suburban,,0,1,0,0,0,0,0,,,,,,
186,New Hampshire,NH,2,2,Annie Kuster,D,,"154,378","118,670","6,357",55.30%,42.50%,2.30%,12.80%,2.40%,10.40%,"366,722",76.20%,x,Obama ,Clinton,Solid D,10.8,D Hold,48.6,46.2,54.2,44.5,56,43.1,5.6,7.4,1.8,Pure rural,,0,0,1,0,0,0,0,,,,,,
37,New York,NY,9,34,Yvette Clarke,D,,"181,455","20,901",779,89.30%,10.30%,0.40%,79.00%,68.60%,10.40%,"255,357",79.50%,x,Obama ,Clinton,Solid D,45,D Hold,83.5,14.4,85.3,13.8,84,15,1.8,0.5,1.3,Pure urban,,0,0,0,0,0,0,0,,,,,,
221,Michigan,MI,8,-4,Elissa Slotkin,D,1,"172,880","159,782","8,931",50.60%,46.80%,2.60%,3.80%,-6.70%,10.50%,"377,432",90.50%,x,Romney,Trump,Lean D,7.8,D Flip,43.9,50.6,48,51.1,52,46.4,4.1,8.1,4,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
148,Kentucky,KY,3,6,John Yarmuth,D,,"173,002","101,930","3,788",62.10%,36.60%,1.40%,25.50%,14.90%,10.60%,"340,045",82.00%,x,Obama ,Clinton,Solid D,19.5,D Hold,54.9,39.9,55.7,42.8,56.2,42.8,0.8,1.3,0.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
343,Alabama,AL,5,-18,Mo Brooks,R,,"101,388","159,063",222,38.90%,61.00%,0.10%,-22.10%,-32.90%,10.80%,"314,679",82.80%,x,Romney,Trump,Solid R,4.1,R Hold,31.3,64.7,34.9,63.9,36.3,62.6,3.6,5,1.4,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
375,Virginia,VA,9,-19,Morgan Griffith,R,,"85,833","160,933",214,34.80%,65.20%,0.10%,-30.40%,-41.30%,10.90%,"318,350",77.60%,x,Romney,Trump,Solid R,11.4,R Hold,27.3,68.8,34.9,63.1,39.7,58.9,7.6,12.4,4.8,Pure rural,,0,0,1,0,0,0,0,,,,,,
207,Michigan,MI,11,-4,Haley Stevens,D,1,"181,912","158,463","10,526",51.80%,45.20%,3.00%,6.70%,-4.40%,11.10%,"392,959",89.30%,x,Romney,Trump,Likely D,10.7,D Flip,45.3,49.7,46.9,52.3,50.2,48.3,1.6,4.9,3.3,Sparse suburban,,5,0,0,0,0,1,0,,,,,,
371,Tennessee,TN,4,-20,Scott DesJarlais,R,,"78,065","147,323","7,063",33.60%,63.40%,3.00%,-29.80%,-40.90%,11.10%,"278,304",83.50%,x,Romney,Trump,Solid R,9.8,R Hold,27.4,68.6,33.1,65.3,35.8,62.6,5.7,8.4,2.7,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
353,North Dakota,ND,1,-16,Kelly Armstrong,R,,"114,377","193,568","13,587",35.60%,60.20%,4.20%,-24.60%,-35.70%,11.10%,"344,360",93.40%,x,Romney,Trump,Solid R,8.6,R Hold,27.7,64.1,38.9,58.7,44.6,53.3,11.2,16.9,5.7,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
147,Missouri,MO,5,7,Emanuel Cleaver,D,,"175,019","101,069","7,697",61.70%,35.60%,2.70%,26.10%,14.80%,11.30%,"327,471",86.70%,x,Obama ,Clinton,Solid,19.1,D Hold,54.1,40.6,58.9,39.4,62,36.8,4.8,7.9,3.1,Dense suburban,,0,1,0,0,0,0,0,,,,,,
